company,company_stage,country,days_since_layoff,Sum of funds_raised_million,Sum of id,industry,Sum of laid_off,Year,Quarter,Month,Day,Sum of layoff_day,Sum of layoff_month,layoff_percentage,Sum of layoff_quarter,layoff_severity,Sum of layoff_year,location_city,location_region,news_source_url,Year,Quarter,Month,Day
Twiga,Series C,Kenya,686,157,1117,Food,283,2023,Qtr 3,August,20,20,8,33%,3,Normal,2023,Nairobi,Non-U.S.,https://techcabal.com/2023/08/20/twiga-foods-lays-off-283-employees/,2023,Qtr 3,August,23
Twiga,Series C,Kenya,963,157,2416,Food,211,2022,Qtr 4,November,16,16,11,21%,4,Normal,2022,Nairobi,Non-U.S.,https://techcrunch.com/2022/11/16/kenyas-twiga-dismisses-in-house-sales-team-affecting-21-of-it-employees/,2022,Qtr 4,November,30
Twilio,Post-IPO,United States,1026,614,2707,Other,800,2022,Qtr 3,September,14,14,9,11%,3,Normal,2022,SF Bay Area,,https://techcrunch.com/2022/09/14/twilio-lays-off-11-of-its-staff-as-it-aims-for-profitability-in-2023/,2022,Qtr 3,September,14
Twilio,Post-IPO,United States,874,614,1811,Other,1500,2023,Qtr 1,February,13,13,2,17%,1,Major,2023,SF Bay Area,,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,2023,Qtr 1,February,13
Twine Solutions,Unknown,Israel,913,50,2166,Hardware,30,2023,Qtr 1,January,5,5,1,33%,1,Normal,2023,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/bkniefe5o,2023,Qtr 1,January,9
Twist Bioscience,Post-IPO,United States,793,503,1480,Healthcare,270,2023,Qtr 2,May,5,5,5,25%,2,Normal,2023,SF Bay Area,,https://www.biospace.com/article/releases/twist-bioscience-reports-fiscal-second-quarter-2023-financial-results/,2023,Qtr 2,May,6
Twitch,Acquired,United States,544,35,769,Consumer,500,2024,Qtr 1,January,9,9,1,35%,1,Normal,2024,SF Bay Area,,https://www.bloomberg.com/news/articles/2024-01-09/amazon-s-twitch-to-cut-500-employees-about-35-of-staff,2024,Qtr 1,January,10
Twitter,Post-IPO,United States,862,12900,1742,Consumer,200,2023,Qtr 1,February,25,25,2,10%,1,Normal,2023,SF Bay Area,,https://www.nytimes.com/2023/02/26/technology/twitter-layoffs.html,2023,Qtr 1,February,27
Twitter,Post-IPO,United States,975,12900,2514,Consumer,3700,2022,Qtr 4,November,4,4,11,50%,4,Major,2022,SF Bay Area,,https://www.nytimes.com/2022/11/04/technology/elon-musk-twitter-layoffs.html,2022,Qtr 4,November,4
TytoCare,Series D,United States,731,156,1281,Healthcare,20,2023,Qtr 3,July,6,6,7,10%,3,Normal,2023,New York City,,https://www.calcalistech.com/ctechnews/article/byu1xnefn,2023,Qtr 3,July,7
Ualá,Series D,Argentina,949,544,2333,Finance,53,2022,Qtr 4,November,30,30,11,3%,4,Normal,2022,Buenos Aires,Non-U.S.,https://www.perfil.com/noticias/economia/empresa-uala-despidio-medio-centenar-trabajadores.phtml,2022,Qtr 4,December,1
Uber,Post-IPO,India,1867,24700,3605,Transportation,600,2020,Qtr 2,May,26,26,5,23%,2,Normal,2020,Bengaluru,,https://www.reuters.com/article/us-india-uber-layoffs/uber-cuts-600-jobs-in-india-as-lockdown-hits-business-idUSKBN2320S3,2020,Qtr 2,May,26
Uber,Post-IPO,Netherlands,1850,24700,3573,Transportation,225,2020,Qtr 2,June,12,12,6,25%,2,Normal,2020,Amsterdam,Non-U.S.,https://www.dutchnews.nl/news/2020/06/uber-cuts-amsterdam-workforce-by-15-some-200-jobs-to-go/,2020,Qtr 2,June,27
Uber,Post-IPO,United States,1875,24700,3624,Transportation,3000,2020,Qtr 2,May,18,18,5,13%,2,Major,2020,SF Bay Area,,https://layoffs.fyi/2020/05/18/uber-lays-off-3000-more-employees-on-top-of-the-3700-laid-off-earlier-this-month/,2020,Qtr 2,May,18
Uber,Post-IPO,United States,1887,24700,3670,Transportation,3700,2020,Qtr 2,May,6,6,5,14%,2,Major,2020,SF Bay Area,,https://layoffs.fyi/2020/05/12/uber-laid-off-3700-employees-with-more-expected/,2020,Qtr 2,May,6
Uber Freight,Subsidiary,United States,895,2700,1988,Logistics,150,2023,Qtr 1,January,23,23,1,3%,1,Normal,2023,SF Bay Area,,https://www.freightwaves.com/news/uber-freight-cutting-about-150-jobs-all-in-brokerage-operations,2023,Qtr 1,January,24
Uberflip,Series A,Canada,1066,42,2873,Marketing,31,2022,Qtr 3,August,5,5,8,17%,3,Normal,2022,Toronto,Non-U.S.,https://betakit.com/uberflip-ceo-attributes-company-layoffs-to-unsteady-economy/,2022,Qtr 3,August,6
Udaan,Unknown,India,1105,1500,3119,Retail,180,2022,Qtr 2,June,27,27,6,4%,2,Normal,2022,Bengaluru,Non-U.S.,https://inc42.com/buzz/exclusive-b2b-ecommerce-unicorn-udaan-lays-off-180-employees/,2022,Qtr 2,June,28
Udaan,Unknown,India,566,1500,813,Retail,100,2023,Qtr 4,December,18,18,12,10%,4,Normal,2023,Bengaluru,Non-U.S.,https://startupstorymedia.com/insights-udaan-despite-340-million-funding-implements-layoffs-cuts-10-of-workforce/,2023,Qtr 4,December,19
Udacity,Unknown,United States,999,235,2634,Education,55,2022,Qtr 4,October,11,11,10,13%,4,Normal,2022,SF Bay Area,,https://www.udacity.com/blog/2022/10/a-note-from-sebastian.html,2022,Qtr 4,October,11
Udayy,Seed,India,1131,2,3266,Education,100,2022,Qtr 2,June,1,1,6,100%,2,Normal,2022,Gurugram,Non-U.S.,https://www.moneycontrol.com/news/business/startup/info-edge-backed-edtech-startup-udayy-shuts-down-lays-off-all-employees-8621551.html,2022,Qtr 2,June,1
UIPath,Post-IPO,United States,1105,2000,3118,Data,210,2022,Qtr 2,June,27,27,6,5%,2,Normal,2022,New York City,,https://www.cnbc.com/2022/06/27/uipath-to-cut-5percent-of-its-workforce-as-part-of-restructuring-plan.html,2022,Qtr 2,June,28
UIPath,Post-IPO,United States,362,2000,395,Other,420,2024,Qtr 3,July,9,9,7,10%,3,Normal,2024,New York City,,https://www.cnbc.com/2024/07/09/uipath-layoffs-company-to-cut-10percent-of-workforce.html,2024,Qtr 3,July,10
UIPath,Post-IPO,United States,964,2000,2429,Data,241,2022,Qtr 4,November,15,15,11,6%,4,Normal,2022,New York City,,https://www.marketwatch.com/story/uipath-stock-rockets-after-company-announces-further-layoffs-suggests-revenue-could-beat-2022-11-15,2022,Qtr 4,November,17
Ula,Series B,Indonesia,949,140,2329,Retail,134,2022,Qtr 4,November,30,30,11,23%,4,Normal,2022,Jakarta,Non-U.S.,https://dailysocial.id/post/ula-layoff-2022,2022,Qtr 4,December,1
Unacademy,Series H,India,1114,838,3170,Education,150,2022,Qtr 2,June,18,18,6,3%,2,Normal,2022,Bengaluru,Non-U.S.,https://www.moneycontrol.com/news/business/startup/softbank-backed-unacademy-lays-off-another-150-employees-8703281.html,2022,Qtr 2,June,19
Unacademy,Series H,India,1186,838,3377,Education,1000,2022,Qtr 2,April,7,7,4,17%,2,Normal,2022,Bengaluru,Non-U.S.,https://economictimes.indiatimes.com/tech/startups/unacademy-lays-off-around-1000-employees-as-edtech-major-begins-a-massive-cost-cutting-exercise/articleshow/90703708.cms,2022,Qtr 2,April,7
Unacademy,Series H,India,972,838,2506,Education,350,2022,Qtr 4,November,7,7,11,10%,4,Normal,2022,Bengaluru,Non-U.S.,https://economictimes.indiatimes.com/tech/startups/unacademy-cuts-another-350-jobs-in-second-round-of-layoffs/articleshow/95361443.cms,2022,Qtr 4,November,7
Unbabel,Series C,Portugal,167,91,146,Support,66,2025,Qtr 1,January,20,20,1,25%,1,Normal,2025,Lisbon,Non-U.S.,https://observador.pt/2025/01/20/unbabel-reduz-equipa-tecnologica-portuguesa-fala-processo-de-reestruturacao-em-curso/,2025,Qtr 1,January,29
Unbabel,Series C,Portugal,1915,91,3858,Support,80,2020,Qtr 2,April,8,8,4,35%,2,Normal,2020,Lisbon,Non-U.S.,https://www.time24.news/i/2020/04/unbabel-will-lay-off-35-of-employees-there-are-more-than-80-people-observer.html,2020,Qtr 2,April,10
Unbounce,Series A,Canada,1068,39,2891,Marketing,47,2022,Qtr 3,August,3,3,8,20%,3,Normal,2022,Vancouver,Non-U.S.,https://betakit.com/unbounce-lays-off-20-percent-of-staff-as-part-of-larger-company-restructuring/,2022,Qtr 3,August,4
Uncapped,Unknown,United Kingdom,1136,118,3287,Finance,29,2022,Qtr 2,May,27,27,5,26%,2,Normal,2022,London,Non-U.S.,https://sifted.eu/articles/startup-tech-company-layoffs/,2022,Qtr 2,May,28
Unico,Series D,Brazil,901,336,2060,Other,110,2023,Qtr 1,January,17,17,1,10%,1,Normal,2023,Sao Paulo,Non-U.S.,https://startups.com.br/noticias/unicornio-unico-demite-cerca-de-110-pessoas-105-da-forca/,2023,Qtr 1,January,18
Unico,Series D,Brazil,986,336,2588,Other,50,2022,Qtr 4,October,24,24,10,4%,4,Normal,2022,Sao Paulo,Non-U.S.,https://startups.com.br/noticias/unico-demite-na-area-de-vendas-e-reforca-equipe-de-tecnologia/,2023,Qtr 1,January,18
Uniphore,Series E,United States,915,620,2182,Support,76,2023,Qtr 1,January,3,3,1,10%,1,Normal,2023,SF Bay Area,,https://startup.outlookindia.com/unicorns/exclusive-uniphore-technologies-lays-off-10-of-global-workforce-news-7039,2023,Qtr 1,January,6
Unison,Series B,United States,1915,40,3856,Finance,89,2020,Qtr 2,April,8,8,4,45%,2,Normal,2020,SF Bay Area,,https://www.bizjournals.com/sanfrancisco/news/2020/04/03/exclusive-s-f-proptech-raises-doubts-about-its.html,2020,Qtr 2,April,4
Unity,Post-IPO,United States,1103,1300,3091,Other,200,2022,Qtr 2,June,29,29,6,4%,2,Normal,2022,SF Bay Area,,https://kotaku.com/sources-unity-laying-off-hundreds-of-staffers-1849125482,2022,Qtr 2,June,30
Unity,Post-IPO,United States,545,1300,780,Other,1800,2024,Qtr 1,January,8,8,1,25%,1,Major,2024,SF Bay Area,,https://www.reuters.com/technology/unity-software-cutting-25-staff-company-reset-continuation-2024-01-08/,2024,Qtr 1,January,9
Unity,Post-IPO,United States,586,1300,867,Other,265,2023,Qtr 4,November,28,28,11,4%,4,Normal,2023,SF Bay Area,,https://www.reuters.com/technology/unity-software-cut-38-staff-company-reset-2023-11-28/,2023,Qtr 4,November,29
Unity,Post-IPO,United States,795,1300,1491,Other,600,2023,Qtr 2,May,3,3,5,8%,2,Normal,2023,SF Bay Area,,https://www.wsj.com/articles/unity-conducts-its-third-and-largest-round-of-layoffs-in-a-year-48fdafe1,2023,Qtr 2,May,3
Unity,Post-IPO,United States,901,1300,2056,Other,284,2023,Qtr 1,January,17,17,1,3%,1,Normal,2023,SF Bay Area,,https://www.wsj.com/articles/unity-software-lays-off-more-workers-as-tech-job-cuts-grow-11673974721,2023,Qtr 1,January,18
Unstoppable Domains,Series B,United States,1088,7,3009,Crypto,42,2022,Qtr 3,July,14,14,7,25%,3,Normal,2022,SF Bay Area,,https://twitter.com/matthewegould/status/1547699609480286208,2022,Qtr 3,July,27
UpScalio,Series B,India,913,62,2167,Retail,25,2023,Qtr 1,January,5,5,1,15%,1,Normal,2023,Gurugram,,https://www.techinasia.com/indiabased-rollup-firm-upscalio-lays-15-staff,2023,Qtr 1,January,6
UPshow,Series A,United States,1899,7,3736,Marketing,19,2020,Qtr 2,April,24,24,4,30%,2,Normal,2020,Chicago,,https://www.chicagobusiness.com/john-pletz-technology/what-covid-19-means-chicagos-tech-sector,2020,Qtr 2,April,25
Upstart,Post-IPO,United States,887,144,1915,Finance,365,2023,Qtr 1,January,31,31,1,20%,1,Normal,2023,SF Bay Area,,https://www.marketwatch.com/story/upstart-to-lay-off-365-employees-20-of-staff-271675176017,2023,Qtr 1,February,1
Upstart,Post-IPO,United States,978,144,2547,Finance,140,2022,Qtr 4,November,1,1,11,7%,4,Normal,2022,SF Bay Area,,https://techcrunch.com/2022/11/01/upstart-layoffs/,2022,Qtr 4,November,2
Upwork,Post-IPO,United States,795,168,1492,Other,137,2023,Qtr 2,May,3,3,5,15%,2,Normal,2023,SF Bay Area,,https://www.upwork.com/press/releases/a-message-from-our-ceo,2023,Qtr 2,May,4
Urban Sports Club,Unknown,Germany,1039,95,2758,Fitness,55,2022,Qtr 3,September,1,1,9,15%,3,Normal,2022,Berlin,Non-U.S.,https://www.businessinsider.de/gruenderszene/business/urban-sports-club-entlaesst-55-mitarbeiter-das-sind-die-gruende-und-was-betroffene-sagen/,2022,Qtr 3,September,1
Usermind,Series C,United States,1922,46,3968,Marketing,15,2020,Qtr 2,April,1,1,4,25%,2,Normal,2020,Seattle,,https://www.geekwire.com/2020/seattle-marketing-software-startup-usermind-lays-off-15-employees/,2020,Qtr 2,April,2
uShip,Series D,United States,1923,69,3980,Logistics,65,2020,Qtr 1,March,31,31,3,37%,1,Normal,2020,Austin,,https://www.bizjournals.com/austin/news/2020/03/31/austin-layoffs-rounded-up-incredibly-talented.html,2020,Qtr 2,April,1
Vacasa,Post-IPO,United States,423,834,484,Travel,800,2024,Qtr 2,May,9,9,5,13%,2,Normal,2024,Portland,,https://skift.com/2024/05/09/vacasa-told-employees-about-layoffs-restructuring-and-leadership-changes/,2024,Qtr 2,May,10
Vacasa,Post-IPO,United States,494,834,602,Travel,320,2024,Qtr 1,February,28,28,2,5%,1,Normal,2024,Portland,,https://www.oregonlive.com/business/2024/02/portland-based-vacasa-will-lay-off-another-320-new-year-is-off-to-a-difficult-start.html,2024,Qtr 1,February,29
Vacasa,Post-IPO,United States,894,834,1975,Travel,1300,2023,Qtr 1,January,24,24,1,17%,1,Major,2023,Portland,,https://www.oregonlive.com/business/2023/01/vacasa-will-lay-off-1300-we-need-to-reduce-our-costs.html,2023,Qtr 1,January,25
Varonis,Post-IPO,United States,973,30,2511,Security,110,2022,Qtr 4,November,6,6,11,5%,4,Normal,2022,New York City,,https://www.calcalistech.com/ctechnews/article/hjfkkmrbo,2022,Qtr 4,November,6
Vedantu,Series E,India,1145,292,3319,Education,424,2022,Qtr 2,May,18,18,5,7%,2,Normal,2022,Bengaluru,Non-U.S.,https://economictimes.indiatimes.com/tech/startups/vedantu-says-it-is-laying-off-another-424-employees/articleshow/91636698.cms,2022,Qtr 2,May,18
Vedantu,Series E,India,1158,292,3341,Education,200,2022,Qtr 2,May,5,5,5,3%,2,Normal,2022,Bengaluru,Non-U.S.,https://economictimes.indiatimes.com/tech/startups/edtech-unicorn-vedantu-lays-off-200-employees/articleshow/91346831.cms,2022,Qtr 2,May,7
Vee,Seed,Israel,1071,15,2919,HR,16,2022,Qtr 3,July,31,31,7,32%,3,Normal,2022,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/syarhxntq,2022,Qtr 3,August,2
Vee,Seed,Israel,985,15,2581,HR,17,2022,Qtr 4,October,25,25,10,50%,4,Normal,2022,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/hju1ylrnj,2022,Qtr 4,October,25
Veev,Series D,United States,968,597,2463,Real Estate,100,2022,Qtr 4,November,11,11,11,30%,4,Normal,2022,SF Bay Area,,https://www.calcalistech.com/ctechnews/article/hjkataiss,2022,Qtr 4,November,12
Veho,Series B,United States,528,299,703,Logistics,65,2024,Qtr 1,January,25,25,1,19%,1,Normal,2024,Boulder,,https://techcrunch.com/2024/01/25/delivery-startup-veho-makes-corporate-job-cuts/,2024,Qtr 1,January,27
Vendease,Series A,Nigeria,137,43,108,Food,120,2025,Qtr 1,February,19,19,2,44%,1,Normal,2025,Lagos,Non-U.S.,https://techcabal.com/2025/02/19/vendease-second-layoffs/,2025,Qtr 1,February,22
Vendease,Series A,Nigeria,279,43,280,Food,68,2024,Qtr 3,September,30,30,9,20%,3,Normal,2024,Lagos,Non-U.S.,https://techcabal.com/2025/02/19/vendease-second-layoffs/,2025,Qtr 1,February,22
Vendease,Series A,Nigeria,954,43,2370,Food,27,2022,Qtr 4,November,25,25,11,9%,4,Normal,2022,Lagos,Non-U.S.,https://techcabal.com/2022/11/25/nigerian-food-procurement-platform-vendease-lays-off-9-of-its-workforce/,2022,Qtr 4,November,30
Vendr,Series B,United States,767,216,1409,Other,100,2023,Qtr 2,May,31,31,5,25%,2,Normal,2023,Boston,,https://www.theinformation.com/briefings/software-cost-management-startup-vendr-lays-off-25,2023,Qtr 2,June,1
Verbit,Series E,United States,1097,569,3058,Data,80,2022,Qtr 3,July,5,5,7,10%,3,Normal,2022,New York City,,https://www.calcalistech.com/ctechnews/article/bj4k0azi5,2022,Qtr 3,July,5
Verbit,Series E,United States,710,569,1201,Data,60,2023,Qtr 3,July,27,27,7,6%,3,Normal,2023,New York City,,https://www.calcalistech.com/ctechnews/article/b1butaacn,2023,Qtr 3,July,28
Veriff,Series A,Estonia,1889,7,3689,Security,63,2020,Qtr 2,May,4,4,5,21%,2,Normal,2020,Tallinn,Non-U.S.,https://news.err.ee/1085714/estonian-id-verification-company-veriff-to-lay-off-63-staff,2020,Qtr 2,May,5
Veriff,Series C,Estonia,683,192,1105,Security,101,2023,Qtr 3,August,23,23,8,21%,3,Normal,2023,Tallinn,Non-U.S.,https://digipro.geenius.ee/rubriik/uudis/veriff-koondab-taas-sel-korral-peab-lahkuma-viiendik-tootajaist/,2023,Qtr 3,August,24
Veriff,Series C,Estonia,878,192,1837,Security,66,2023,Qtr 1,February,9,9,2,12%,1,Normal,2023,Tallinn,Non-U.S.,https://digipro.geenius.ee/rubriik/uudis/veriff-koondab-66-tootajat-kotkas-meie-kasvuplaan-oli-oluliselt-ambitsioonikam/,2023,Qtr 1,February,9
Verily,,United States,907,3500,2110,Healthcare,250,2023,Qtr 1,January,11,11,1,15%,1,Normal,2023,SF Bay Area,,https://www.theinformation.com/articles/alphabets-verily-lays-off-staff,2023,Qtr 1,January,12
VerSe Innovation,Series J,India,954,1700,2368,Media,150,2022,Qtr 4,November,25,25,11,5%,4,Normal,2022,Bengaluru,Non-U.S.,https://techcrunch.com/2022/11/28/verse-innovation-layoff-salary-cut/,2022,Qtr 4,November,28
Vesalius Therapeutics,Series B,United States,1021,75,2697,Healthcare,29,2022,Qtr 3,September,19,19,9,43%,3,Normal,2022,Boston,,https://www.bizjournals.com/boston/news/2022/09/19/flagship-pioneering-vesalius-therapeutics-layoffs.html,2022,Qtr 3,September,21
Vesttoo,Series C,Israel,705,110,1181,Finance,150,2023,Qtr 3,August,1,1,8,75%,3,Normal,2023,Tel Aviv,Non-U.S.,https://www.calcalistech.com/ctechnews/article/ryuwahiih,2023,Qtr 3,August,3
Vezeeta,Series D,United Arab Emirates,1104,71,3111,Healthcare,50,2022,Qtr 2,June,28,28,6,10%,2,Normal,2022,Dubai,Non-U.S.,https://techcrunch.com/2022/06/28/egyptian-healthtech-startup-vezeeta-cuts-10-of-500-person-staff/?tpcc=tcplustwitter,2022,Qtr 2,June,29
Viasat,Post-IPO,United States,612,366,925,Other,800,2023,Qtr 4,November,2,2,11,10%,4,Normal,2023,San Diego,,https://news.bloomberglaw.com/bankruptcy-law/viasat-to-cut-global-workforce-by-approximately-10,2023,Qtr 4,November,2
Viasat,Post-IPO,United States,816,366,1570,Other,300,2023,Qtr 2,April,12,12,4,4%,2,Normal,2023,San Diego,,https://www.sandiegouniontribune.com/business/story/2023-04-12/viasat-trims-global-workforce,2023,Qtr 2,April,25
VideoAmp,Series C,United States,1915,106,3863,Marketing,21,2020,Qtr 2,April,8,8,4,10%,2,Normal,2020,Los Angeles,,https://www.businessinsider.com/videoamp-cuts-staff-and-2020-revenue-projections-due-to-coronavirus-2020-4,2020,Qtr 2,April,10
VideoAmp,Series F,United States,661,456,1047,Marketing,40,2023,Qtr 3,September,14,14,9,10%,3,Normal,2023,Los Angeles,,https://www.axios.com/2023/09/14/videoamp-layoffs,2023,Qtr 3,September,21
View,Post-IPO,United States,825,2300,1598,Other,170,2023,Qtr 2,April,3,3,4,23%,2,Normal,2023,SF Bay Area,,https://therealdeal.com/national/2023/04/03/view-cuts-23-of-staff-seeks-funds-to-survive-2023/,2023,Qtr 2,April,5
Virgin Hyperloop,Unknown,United States,1231,368,3404,Transportation,111,2022,Qtr 1,February,21,21,2,50%,1,Normal,2022,Los Angeles,,https://www.ft.com/content/d87f77bd-0a0a-4512-b983-197f184f5352,2022,Qtr 1,February,22
Voi,Series D,United States,1110,515,3148,Transportation,35,2022,Qtr 2,June,22,22,6,10%,2,Normal,2022,Stockholm,Non-U.S.,https://www.voiscooters.com/blog/increased-focus-on-profitability/,2022,Qtr 2,June,23
Voi,Series D,United States,506,515,626,Transportation,120,2024,Qtr 1,February,16,16,2,12%,1,Normal,2024,Stockholm,Non-U.S.,https://sifted.eu/articles/voi-layoffs-news,2024,Qtr 1,February,20
Voi,Series D,United States,942,515,2277,Transportation,130,2022,Qtr 4,December,7,7,12,13%,4,Normal,2022,Stockholm,Non-U.S.,https://www.breakit.se/artikel/35283/voi-tvingas-drar-ner-igen-vi-ar-mycket-ledsna,2022,Qtr 4,December,8
Vouch,Series C,United States,1109,159,3134,Finance,15,2022,Qtr 2,June,23,23,6,7%,2,Normal,2022,SF Bay Area,,Internal memo,2022,Qtr 2,June,24
Vox Media,Series F,United States,1075,307,2943,Media,39,2022,Qtr 3,July,27,27,7,2%,3,Normal,2022,Washington D.C.,,https://www.axios.com/2022/07/27/vox-media-layoffs-economic-uncertainty,2022,Qtr 3,July,29
Vox Media,Series F,United States,898,307,2002,Media,130,2023,Qtr 1,January,20,20,1,7%,1,Normal,2023,Washington D.C.,,https://variety.com/2023/digital/news/vox-media-layoffs-130-employees-job-cuts-1235496467/,2023,Qtr 1,January,21
Voyage SMS,Unknown,United States,1109,10,3135,Marketing,8,2022,Qtr 2,June,23,23,6,13%,2,Normal,2022,Los Angeles,,https://dot.la/voyage-fires-staffers-downturn-continues-2657548730.html,2022,Qtr 2,June,30
Vroom,Post-IPO,United States,1154,1300,3338,Transportation,270,2022,Qtr 2,May,9,9,5,14%,2,Normal,2022,New York City,,https://www.marketwatch.com/amp/story/vroom-names-shortt-as-ceo-amid-business-realignment-shares-up-after-hours-271652132516,2022,Qtr 2,May,10
Vroom,Post-IPO,United States,530,1300,717,Transportation,800,2024,Qtr 1,January,23,23,1,90%,1,Normal,2024,New York City,,https://www.calcalistech.com/ctechnews/article/bktdjgakt,2024,Qtr 1,January,23
Vroom,Post-IPO,United States,801,1300,1514,Transportation,120,2023,Qtr 2,April,27,27,4,11%,2,Normal,2023,New York City,,https://www.hrkatha.com/news/layoff/vroom-to-let-go-11-workforce/,2023,Qtr 2,April,28
Vroom,Post-IPO,United States,900,1300,2034,Transportation,275,2023,Qtr 1,January,18,18,1,20%,1,Normal,2023,New York City,,https://seekingalpha.com/news/3925618-vroom-slashes-workforce-by-20,2023,Qtr 1,January,20
VSCO,Series B,United States,1909,90,3819,Consumer,45,2020,Qtr 2,April,14,14,4,35%,2,Normal,2020,SF Bay Area,,https://layoffs.fyi/2020/04/15/vsco-lays-off-45-employees-30/,2020,Qtr 2,April,15
